id,which_grant,funder_id,funder_name,award_id
W2010108349,1,F4320306084,U.S. Department of Energy,DE-FG02-97-ER14784
W2010108349,2,F4320321040,National Science Council,NA
W2010108349,3,F4320337480,Basic Energy Sciences,NA
W2087009728,1,F4320332161,National Institutes of Health,RO1EB00331
W2087009728,2,F4320332161,National Institutes of Health,RO1EB002009
W2140303783,1,F4320337346,National Institute of Mental Health,NA
W2037195965,1,F4320306076,National Science Foundation,NA
W1999960861,1,F4320306101,National Aeronautics and Space Administration,NAG32901
W1999960861,2,F4320321764,"Ministerio de Educación, Cultura y Deporte",PR-2005-0215
W2166259044,1,F4320306076,National Science Foundation,CHE-05-01456
W2059765013,1,F4320306084,U.S. Department of Energy,DE-AC05-00OR22725
W2059765013,2,F4320332161,National Institutes of Health,1R41GM071143-01
W2059765013,3,F4320332161,National Institutes of Health,R01 AI-33096
W2059765013,4,F4320338287,Oak Ridge National Laboratory,NA
W2021434581,1,F4320306076,National Science Foundation,DMR-0402867
W2138760675,1,F4320306101,National Aeronautics and Space Administration,NA
W2079632051,1,F4320306076,National Science Foundation,DGE0114330
W2079632051,2,F4320306076,National Science Foundation,PHY-0349256
W2079632051,3,F4320306095,American Cancer Society,39554-AC6
W1985776840,1,F4320332161,National Institutes of Health,R01 GM060648
W2043219086,1,F4320332180,Defense Advanced Research Projects Agency,NA
W2043219086,2,F4320337345,Office of Naval Research,NA
W2152219385,1,F4320337345,Office of Naval Research,NA
W2010170763,1,F4320310931,Capital Normal University,NA
W2148360854,1,F4320306076,National Science Foundation,EPS-0346411
W2148360854,2,F4320306076,National Science Foundation,ECS-0524626
W2148360854,3,F4320309392,Louisiana Board of Regents,NA
W2006572961,1,F4320306076,National Science Foundation,CHE-0321368
W2006572961,2,F4320306076,National Science Foundation,CHE-0349196
W2006572961,3,F4320332454,American Chemical Society Petroleum Research Fund,42447-G7
W2022813758,1,F4320306084,U.S. Department of Energy,NA
W2022813758,2,F4320337480,Basic Energy Sciences,NA
W2022813758,3,F4320338287,Oak Ridge National Laboratory,DE-AC05-00OR22725
W2005668972,1,F4320308355,American Chemical Society,NA
W2005668972,2,F4320332454,American Chemical Society Petroleum Research Fund,NA
W2166259044,1,F4320306076,National Science Foundation,CHE-05-01456
W2053121644,1,F4320306076,National Science Foundation,BES 0449379
W2067589734,1,F4320306076,National Science Foundation,CHE-0517937
W2001393343,1,F4320337345,Office of Naval Research,NA
W2072429812,1,F4320338279,Air Force Office of Scientific Research,MURI Grant F49620-01-1-0428
W2064601661,1,F4320332161,National Institutes of Health,HL38113
W2064601661,2,F4320332161,National Institutes of Health,HL059408
W2064601661,3,F4320332161,National Institutes of Health,HL085489
W2064601661,4,F4320332161,National Institutes of Health,AR47906
W2067589734,1,F4320306076,National Science Foundation,CHE-0517937
W3174376355,1,F4320306230,American Heart Association,0555032Y
W2011830892,1,F4320306076,National Science Foundation,MCB-0318749
W2011830892,2,F4320334593,Natural Sciences and Engineering Research Council of Canada,NA
W2008396302,1,F4320306076,National Science Foundation,CTS—022 4778
W2008396302,2,F4320309500,Rensselaer Polytechnic Institute,NA
W2008396302,3,F4320311937,Robert A. and Renee E. Belfer Family Foundation,B-1174
W2008396302,4,F4320311937,Robert A. and Renee E. Belfer Family Foundation,CHE-0342824
W2023258717,1,F4320306076,National Science Foundation,CHE-0303715
W2023258717,2,F4320332161,National Institutes of Health,1 R01 GM67891
W2031491322,1,F4320306084,U.S. Department of Energy,DE-FG02-04ER15508
W2031491322,2,F4320321505,Generalitat de Catalunya,2005SGR-00104
W2031491322,3,F4320321764,"Ministerio de Educación, Cultura y Deporte",CTQU2005-08459-C02-02/BQU
W2031491322,4,F4320337480,Basic Energy Sciences,NA
W1971563538,1,F4320306076,National Science Foundation,CHE-0342824
W1971563538,2,F4320306196,Welch Foundation,B-1174
W1971563538,3,F4320324468,Universidad Nacional de Tucumán,CHE000015N
W2008396302,1,F4320306076,National Science Foundation,CTS—022 4778
W2008396302,2,F4320309500,Rensselaer Polytechnic Institute,NA
W2008396302,3,F4320311937,Robert A. and Renee E. Belfer Family Foundation,B-1174
W2008396302,4,F4320311937,Robert A. and Renee E. Belfer Family Foundation,CHE-0342824
W2032393685,1,F4320321005,"Ministerstvo Školství, Mládeže a Tělovýchovy",MSM6007665808
W2032393685,2,F4320321005,"Ministerstvo Školství, Mládeže a Tělovýchovy",LC 06010
W2032393685,3,F4320321005,"Ministerstvo Školství, Mládeže a Tělovýchovy",MSM0021620835
W2032393685,4,F4320321006,Grantová Agentura České Republiky,206/03/D082
W2032393685,5,F4320321764,"Ministerio de Educación, Cultura y Deporte",BFU2004-04914-C02-02/BMC
W2032393685,6,F4320322482,Akademie Věd České Republiky,AVOZ60870520
W2032518746,1,F4320306084,U.S. Department of Energy,DE-AC05-76RLO 1830
