id,which_grant,funder_id,funder_name,award_id
W1656009115,1,F4320338279,Air Force Office of Scientific Research,FA9550-07-1-0529
W3023817553,1,F4320337345,Office of Naval Research,N00014-02-1-0133
W2017133022,1,F4320338279,Air Force Office of Scientific Research,FA9550-07-1-0010
W2029798818,1,F4320321001,National Natural Science Foundation of China,10734090
W2029798818,2,F4320321001,National Natural Science Foundation of China,10725418
W2029798818,3,F4320321001,National Natural Science Foundation of China,60576068
W2029798818,4,F4320321001,National Natural Science Foundation of China,10474108
W2025161966,1,F4320321001,National Natural Science Foundation of China,60678025
W2025161966,2,F4320327912,Higher Education Discipline Innovation Project,B07013
W2025161966,3,F4320334924,Program for New Century Excellent Talents in University,NA
W2025161966,4,F4320338279,Air Force Office of Scientific Research,FA9550-07-1-0010 FA9550-04-1-0213
W3106116489,1,F4320308269,Alexander von Humboldt-Stiftung,NA
W2099813373,1,F4320337377,Office of Advanced Cyberinfrastructure,CNS-0929947CCF-0833136OCI-0749285OCI-0749334
W2099813373,2,F4320337387,Division of Computing and Communication Foundations,CNS-0929947CCF-0833136OCI-0749285OCI-0749334
W2099813373,3,F4320337388,Division of Computer and Network Systems,CNS-0929947CCF-0833136OCI-0749285OCI-0749334
W2016815474,1,F4320306076,National Science Foundation,0709323
W2055685638,1,F4320306196,Welch Foundation,F-100
W2009621032,1,F4320306230,American Heart Association,0435339Z
W2009621032,2,F4320322725,China Scholarship Council,2007103068
W2009621032,3,F4320324531,Northwest A and F University,01140501
W2009621032,4,F4320332161,National Institutes of Health,NA
W2083619306,1,F4320332161,National Institutes of Health,T35 EY07088
W2083619306,2,F4320332161,National Institutes of Health,R01 EY05068
W2083619306,3,F4320332161,National Institutes of Health,P30 EY07551
W2083619306,4,F4320332161,National Institutes of Health,5P30 EY010608
W2155077335,1,F4320332161,National Institutes of Health,R01-EB00487R01-GM074258R01-GM07308
W2155077335,2,F4320337388,Division of Computer and Network Systems,CNS-0540033
W2171106362,1,F4320306076,National Science Foundation,NA
W2125580319,1,F4320306076,National Science Foundation,CHE 05-14056
W2125580319,2,F4320332641,University at Buffalo,NA
W2125580319,3,F4320338279,Air Force Office of Scientific Research,FA9550-07-0098
W3122915040,1,F4320333051,Intelligence Advanced Research Projects Activity,ARO contract
W2107918593,1,F4320306076,National Science Foundation,NA
