id,which_grant,funder_id,funder_name,award_id
W2990153558,1,F4320306076,National Science Foundation,1514756
W2990153558,2,F4320338292,Lawrence Berkeley National Laboratory,DE-AC02-05CH11231
W2965827841,1,F4320306076,National Science Foundation,NA
W2965827841,2,F4320306399,Kavli Foundation,NA
W2965827841,3,F4320314239,Netherlands eScience Center,NA
W2965827841,4,F4320320879,Deutsche Forschungsgemeinschaft,NA
W2965827841,5,F4320320924,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,NA
W2965827841,6,F4320320946,Weizmann Institute of Science,NA
W2965827841,7,F4320321114,Bundesministerium für Bildung und Forschung,NA
W2965827841,8,F4320321800,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,NA
W2965827841,9,F4320322327,Knut och Alice Wallenbergs Stiftelse,NA
W2965827841,10,F4320322434,Max-Planck-Gesellschaft,NA
W2965827841,11,F4320327974,Conseil Régional des Pays de la Loire,NA
W2965827841,12,F4320332999,Horizon 2020 Framework Programme,NA
W2965827841,13,F4320334779,Fundação para a Ciência e a Tecnologia,NA
W2965827841,14,F4320334899,Instituto Nazionale di Fisica Nucleare,NA
W2965827841,15,F4320335016,Israeli Centers for Research Excellence,NA
W2965827841,16,F4320338337,H2020 Marie Skłodowska-Curie Actions,690575
W2965827841,17,F4320338337,H2020 Marie Skłodowska-Curie Actions,674896
W2964536656,1,F4320306076,National Science Foundation,NA
W2964536656,2,F4320306399,Kavli Foundation,NA
W2964536656,3,F4320314239,Netherlands eScience Center,NA
W2964536656,4,F4320320879,Deutsche Forschungsgemeinschaft,NA
W2964536656,5,F4320320924,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,NA
W2964536656,6,F4320320946,Weizmann Institute of Science,NA
W2964536656,7,F4320321800,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,NA
W2964536656,8,F4320322327,Knut och Alice Wallenbergs Stiftelse,NA
W2964536656,9,F4320323015,Bundesministerium für Forschung und Technologie,NA
W2964536656,10,F4320332999,Horizon 2020 Framework Programme,NA
W2964536656,11,F4320334779,Fundação para a Ciência e a Tecnologia,NA
W2964536656,12,F4320334899,Instituto Nazionale di Fisica Nucleare,NA
W2964536656,13,F4320335016,Israeli Centers for Research Excellence,NA
W2964536656,14,F4320338337,H2020 Marie Skłodowska-Curie Actions,690575
W2964536656,15,F4320338337,H2020 Marie Skłodowska-Curie Actions,674896
W2980108855,1,F4320306076,National Science Foundation,NA
W2977583024,1,F4320306076,National Science Foundation,AST-1752913
W2977583024,2,F4320306076,National Science Foundation,AST-1517226
W2977583024,3,F4320306084,U.S. Department of Energy,DE-SC0018216
W2977583024,4,F4320306101,National Aeronautics and Space Administration,NNX17AG29G
W2977583024,5,F4320306101,National Aeronautics and Space Administration,NAS8-03060
W2977583024,6,F4320306101,National Aeronautics and Space Administration,NAS5-26555
W2977583024,7,F4320306101,National Aeronautics and Space Administration,PF7-180164
W2977583024,8,F4320314503,Space Telescope Science Institute,HST-AR-14282
W2977583024,9,F4320314503,Space Telescope Science Institute,HST-AR-14554
W2977583024,10,F4320314503,Space Telescope Science Institute,HST-AR-15006
W2977583024,11,F4320314503,Space Telescope Science Institute,HST-GO-14191
W2977583024,12,F4320320006,Royal Society,NA
