id,which_mesh,term,is_major_topic,qualifier_name
W2002625421,1,"Models, Theoretical",TRUE,
W2002625421,2,Refractometry,TRUE,instrumentation
W2002625421,3,Surface Plasmon Resonance,TRUE,instrumentation
W2002625421,4,Terahertz Radiation,TRUE,
W2002625421,5,Computer Simulation,FALSE,
W2002625421,6,Energy Transfer,FALSE,
W2002625421,7,Equipment Design,FALSE,
W2002625421,8,Equipment Failure Analysis,FALSE,
W2002625421,9,Light,FALSE,
W2002625421,10,Refractometry,FALSE,
W2002625421,11,"Scattering, Radiation",FALSE,
W2002625421,12,Surface Plasmon Resonance,FALSE,
W1974284140,1,Actinomycetales Infections,TRUE,veterinary
W1974284140,2,Horse Diseases,TRUE,microbiology
W1974284140,3,Pneumonia,TRUE,veterinary
W1974284140,4,Rhodococcus equi,TRUE,physiology
W1974284140,5,Actinomycetales Infections,FALSE,
W1974284140,6,Actinomycetales Infections,FALSE,complications
W1974284140,7,Actinomycetales Infections,FALSE,mortality
W1974284140,8,Age Factors,FALSE,
W1974284140,9,Animals,FALSE,
W1974284140,10,"Animals, Newborn",FALSE,
W1974284140,11,Bacterial Load,FALSE,
W1974284140,12,Erythrocyte Count,FALSE,
W1974284140,13,Hemoglobins,FALSE,
W1974284140,14,Hemoglobins,FALSE,analysis
W1974284140,15,Horse Diseases,FALSE,
W1974284140,16,Horse Diseases,FALSE,pathology
W1974284140,17,Horse Diseases,FALSE,mortality
W1974284140,18,Horse Diseases,FALSE,diagnostic imaging
W1974284140,19,Horses,FALSE,
W1974284140,20,Lymphocytes,FALSE,
W1974284140,21,Pneumonia,FALSE,mortality
W1974284140,22,Pneumonia,FALSE,
W1974284140,23,Pneumonia,FALSE,etiology
W1974284140,24,Pneumonia,FALSE,diagnostic imaging
W1974284140,25,Rhodococcus equi,FALSE,
W1974284140,26,Survival Analysis,FALSE,
W1974284140,27,Ultrasonography,FALSE,
W1965617194,1,"Angiography, Digital Subtraction",TRUE,
W1965617194,2,Computer Simulation,TRUE,
W1965617194,3,"Models, Cardiovascular",TRUE,
W1965617194,4,"Models, Theoretical",TRUE,
W1965617194,5,"Oxygenators, Membrane",TRUE,
W2111316834,1,Gases,TRUE,chemistry
W2111316834,2,"Imaging, Three-Dimensional",TRUE,instrumentation
W2111316834,3,"Imaging, Three-Dimensional",TRUE,methods
W2111316834,4,Luminescent Measurements,TRUE,instrumentation
W2111316834,5,Luminescent Measurements,TRUE,methods
W2111316834,6,Tomography,TRUE,instrumentation
W2111316834,7,Tomography,TRUE,methods
W2111316834,8,Algorithms,FALSE,
W2111316834,9,Equipment Design,FALSE,
