id,which_mesh,term,is_major_topic,qualifier_name
W4224605634,1,Sand,TRUE,
W4224605634,2,Surface-Active Agents,TRUE,
W4224605634,3,Aerosols,FALSE,
W4224605634,4,Porosity,FALSE,
W4224605634,5,Water,FALSE,
W4303684655,1,Aortic Valve,TRUE,
W4303684655,2,"Models, Cardiovascular",TRUE,
W4303684655,3,Aortic Valve,FALSE,diagnostic imaging
W4303684655,4,Aortic Valve,FALSE,physiology
W4303684655,5,Child,FALSE,
W4303684655,6,Computed Tomography Angiography,FALSE,
W4303684655,7,Computer Simulation,FALSE,
W4303684655,8,Humans,FALSE,
W4303684655,9,"Tomography, X-Ray Computed",FALSE,
W4224293191,1,Excipients,TRUE,
W4224293191,2,Povidone,TRUE,
W4224293191,3,Excipients,FALSE,chemistry
W4224293191,4,Felodipine,FALSE,
W4224293191,5,Methanol,FALSE,
W4224293191,6,Particle Size,FALSE,
W4224293191,7,Powders,FALSE,
W4224293191,8,Powders,FALSE,chemistry
W4224293191,9,Solvents,FALSE,
W4224293191,10,Solvents,FALSE,chemistry
W4224293191,11,Water,FALSE,
W4304098260,1,Extraterrestrial Environment,TRUE,
W4304098260,2,Mars,TRUE,
W4304098260,3,"Earth, Planet",FALSE,
W4304098260,4,Iron,FALSE,
W4304098260,5,Minerals,FALSE,
W4302773526,1,Groundwater,TRUE,
W4302773526,2,Rivers,TRUE,
W4302773526,3,Environmental Monitoring,FALSE,
W4302773526,4,Environmental Monitoring,FALSE,methods
W4302773526,5,"Neural Networks, Computer",FALSE,
W4302773526,6,Water,FALSE,
W4283696087,1,Calcium Sulfate,TRUE,
W4283696087,2,Copper,TRUE,
W4283696087,3,Lubricants,FALSE,
W4224326078,1,Escherichia coli K12,TRUE,
W4224326078,2,Weightlessness,TRUE,
W4224326078,3,Anti-Bacterial Agents,FALSE,pharmacology
W4224326078,4,Anti-Bacterial Agents,FALSE,
W4224326078,5,Escherichia coli,FALSE,genetics
W4224326078,6,Escherichia coli,FALSE,
W4224326078,7,Escherichia coli K12,FALSE,genetics
W4224326078,8,Phenotype,FALSE,
W4224326078,9,Weightlessness Simulation,FALSE,
W4309197933,1,Lead,TRUE,
W4309197933,2,South America,FALSE,
W4207068619,1,Concanavalin A,TRUE,chemistry
W4207068619,2,Gases,TRUE,chemistry
W4207068619,3,Glutamate Dehydrogenase,TRUE,chemistry
W4207068619,4,Ion Mobility Spectrometry,TRUE,methods
W4207068619,5,Lactoglobulins,TRUE,chemistry
W4207068619,6,Ions,FALSE,chemistry
W4207068619,7,Molecular Dynamics Simulation,FALSE,
W4207068619,8,Protein Conformation,FALSE,
W4310925497,1,Ice Cover,TRUE,
W4310925497,2,Water,TRUE,
W4206035668,1,Carbon Dioxide,TRUE,
W4206035668,2,Greenhouse Gases,TRUE,
W4206035668,3,Carbon Dioxide,FALSE,analysis
W4206035668,4,Ecosystem,FALSE,
W4206035668,5,Forests,FALSE,
W4206035668,6,Soil,FALSE,
W4292117469,1,Mars,TRUE,
W4292117469,2,Soil,TRUE,
W4292117469,3,Agriculture,FALSE,
W4292117469,4,"Crops, Agricultural",FALSE,
W4292117469,5,Extraterrestrial Environment,FALSE,
W4292117469,6,Humans,FALSE,
W4292117469,7,Silicates,FALSE,
W4292117469,8,Water,FALSE,
W4229014808,1,Biosensing Techniques,TRUE,
W4229014808,2,Nanostructures,TRUE,
W4229014808,3,Pesticides,TRUE,
W4229014808,4,Zinc Oxide,TRUE,
W4229014808,5,Acetylcholinesterase,FALSE,
W4229014808,6,Acetylcholinesterase,FALSE,chemistry
W4229014808,7,Carbon,FALSE,
W4229014808,8,"Enzymes, Immobilized",FALSE,
W4229014808,9,"Enzymes, Immobilized",FALSE,chemistry
W4229014808,10,Paraoxon,FALSE,
W4229014808,11,Pesticides,FALSE,analysis
W4229014808,12,Porosity,FALSE,
W4229014808,13,Zinc Oxide,FALSE,chemistry
W4210450430,1,Polycyclic Aromatic Hydrocarbons,TRUE,
W4210450430,2,Quinones,TRUE,
W4210450430,3,Bentonite,FALSE,
W4210450430,4,Minerals,FALSE,
W4210450430,5,Minerals,FALSE,chemistry
