id,which_grant,funder_id,funder_name,award_id
W2043404045,1,F4320307760,Hewlett-Packard Development Company,NA
W2043404045,2,F4320308943,Microsoft Research,NA
W2043404045,3,F4320332161,National Institutes of Health,U54CA119338
W2043404045,4,F4320332161,National Institutes of Health,R01CA163256
W2043404045,5,F4320332161,National Institutes of Health,1RC2CA148265
W2091350640,1,F4320332161,National Institutes of Health,R01CA163746
W1996771593,1,F4320337352,National Institute on Deafness and Other Communication Disorders,5R01DC011338
W2120448874,1,F4320337338,"National Heart, Lung, and Blood Institute",1R01HL116832-01
W2120448874,2,F4320337472,National Center for Advancing Translational Sciences,UL1TR000445
W1975431506,1,F4320332161,National Institutes of Health,1R01LM009989
W1975431506,2,F4320337388,Division of Computer and Network Systems,"Career-CNS-0845803, CNS-0964350, CNS-1016343, CNS-1111529, CNS-1228198"
W1975431506,3,F4320338279,Air Force Office of Scientific Research,"FA-9550-08-1-0265, FA-9550-12-1-0082"
W1975431506,4,F4320338281,Army Research Office,58345-CS
W1981959780,1,F4320337389,Division of Information and Intelligent Systems,IIS 0904387
W2070075976,1,F4320332180,Defense Advanced Research Projects Agency,NNA11AC08C
W2142511814,1,F4320306076,National Science Foundation,EAR-0345440
W2142511814,2,F4320306076,National Science Foundation,EAR-01-26241
W2142511814,3,F4320306076,National Science Foundation,EAR-0636110
W2142511814,4,F4320306076,National Science Foundation,AGS-0838491
W2027919910,1,F4320306076,National Science Foundation,NA
W2148540126,1,F4320321040,National Science Council,NSC101-3114-Y-002-003
W2148540126,2,F4320332186,Defense Threat Reduction Agency,HDTRA10910058
W3098494879,1,F4320306076,National Science Foundation,DMS-0757424
W3098494879,2,F4320306076,National Science Foundation,DMS-1101345
W3098494879,3,F4320306076,National Science Foundation,DMS-1069320
W3098494879,4,F4320306076,National Science Foundation,DMS-1009502
W2052779272,1,F4320306107,U.S. Environmental Protection Agency,SU-8339140
W1990891840,1,F4320306076,National Science Foundation,"IIS-0415101, IIS-0639106, IIS-0803229, IIS-1016205, and EIA-0080123"
W1990891840,2,F4320307764,Microsoft,NA
W1990891840,3,F4320337389,Division of Information and Intelligent Systems,"IIS-0415101, IIS-0639106, IIS-0803229, IIS-1016205, and EIA-0080123"
W1979786259,1,F4320337388,Division of Computer and Network Systems,"IIP-0758579, CNS-0855087, IIP-1127873"
W1979786259,2,F4320337396,Division of Industrial Innovation and Partnerships,"IIP-0758579, CNS-0855087, IIP-1127873"
W1979786259,3,F4320338279,Air Force Office of Scientific Research,FA95550-12-1-0241
W2067700169,1,F4320306076,National Science Foundation,"1040672, 1055057, 1040083"
W2067700169,2,F4320306151,Alfred P. Sloan Foundation,NA
W2067700169,3,F4320307102,Intel Corporation,NA
W2067700169,4,F4320338279,Air Force Office of Scientific Research,FA9550-10-1-0073
W2169657197,1,F4320306076,National Science Foundation,"1055057, 1040083"
W2169657197,2,F4320338279,Air Force Office of Scientific Research,FA9550-10-1-0073
W1544267778,1,F4320321001,National Natural Science Foundation of China,51279077
W1544267778,2,F4320321001,National Natural Science Foundation of China,50939004
W1985490729,1,F4320337353,National Institute of Nursing Research,NIH 1 P20 NR07795-01
W1985490729,2,F4320337353,National Institute of Nursing Research,NIH 1 RO1 NR03178-01A2
W2094722168,1,F4320306076,National Science Foundation,"0833162, 1062335, 1111766, 1141022, 1216701, 1217231, 1218568"
W2094722168,2,F4320307102,Intel Corporation,NA
W2094722168,3,F4320307762,International Business Machines Corporation,NA
W2094722168,4,F4320308258,Qualcomm,NA
W2094722168,5,F4320309480,Nvidia,NA
W2003138501,1,F4320306080,Foundation for the National Institutes of Health,566
W2003138501,2,F4320306080,Foundation for the National Institutes of Health,NIH/R01 CA075981
W2049397711,1,F4320306076,National Science Foundation,NA
W2125502164,1,F4320332180,Defense Advanced Research Projects Agency,FA8650-08-C-7812
W2125502164,2,F4320332393,Federal Highway Administration,DTFH61-07-H-00030
W2125502164,3,F4320333591,Multidisciplinary University Research Initiative,W911NF-08-1-0144
W2125502164,4,F4320338295,Army Research Laboratory,W911NF-08-1-0144
W2033791955,1,F4320337540,"Geology Foundation, University of Texas at Austin",EAR-0948842
W2051510152,1,F4320306137,Bill and Melinda Gates Foundation,NA
W2051510152,2,F4320332180,Defense Advanced Research Projects Agency,NA
W2051510152,3,F4320337394,Division of Engineering Education and Centers,EEC 0748186
W1974923383,1,F4320306076,National Science Foundation,NA
W1974923383,2,F4320307102,Intel Corporation,NA
W1974923383,3,F4320332299,National Institute of Food and Agriculture,2011-67012-30692
W2115691887,1,F4320320879,Deutsche Forschungsgemeinschaft,MO 690/7-2
W2115691887,2,F4320337377,Office of Advanced Cyberinfrastructure,"CCF 0724979, OCI-1148125"
W2115691887,3,F4320337387,Division of Computing and Communication Foundations,"CCF 0724979, OCI-1148125"
W1967475417,1,F4320337389,Division of Information and Intelligent Systems,IIS 0845925
W2023728671,1,F4320306084,U.S. Department of Energy,"DE-FG02-08ER2585, DE-SC0009286"
W2023728671,2,F4320337377,Office of Advanced Cyberinfrastructure,"OCI-1047980, OCI-1029022, OCI-0923710, OCI-1134872"
W2023728671,3,F4320338279,Air Force Office of Scientific Research,FA95 50-12-10484
W2082825021,1,F4320306076,National Science Foundation,0510690
W2082825021,2,F4320306076,National Science Foundation,EAR 9909854
W2082825021,3,F4320306076,National Science Foundation,EAR 0510613
W2082825021,4,F4320306076,National Science Foundation,EAR 9909269
W2092006003,1,F4320337377,Office of Advanced Cyberinfrastructure,OCI-1007115
W2092006003,2,F4320337397,Division of Molecular and Cellular Biosciences,"TG-MCB090174, TG-MCB100111, TG-CHE120039"
W1984145285,1,F4320337389,Division of Information and Intelligent Systems,NA
W2075168761,1,F4320306076,National Science Foundation,NSC-100-2631-S-001-001
W2165901933,1,F4320320847,Science Foundation Ireland,"SFI/08/CE/I1380, SFI/12/RC/2289"
W2165901933,2,F4320334960,Seventh Framework Programme,FP7-Granatum: RE7098
W3098494879,1,F4320306076,National Science Foundation,DMS-0757424
W3098494879,2,F4320306076,National Science Foundation,DMS-1101345
W3098494879,3,F4320306076,National Science Foundation,DMS-1069320
W3098494879,4,F4320306076,National Science Foundation,DMS-1009502
W1985571081,1,F4320321001,National Natural Science Foundation of China,40830957
W1985571081,2,F4320334924,Program for New Century Excellent Talents in University,NCET-12-0060
W1985571081,3,F4320335777,National Key Research and Development Program of China,2010CB833504
W1985571081,4,F4320335777,National Key Research and Development Program of China,2012CB955302
W1985571081,5,F4320335787,Fundamental Research Funds for the Central Universities,NA
W1674267601,1,F4320306076,National Science Foundation,NA
W1993755070,1,F4320332161,National Institutes of Health,HD032005
W1993755070,2,F4320338279,Air Force Office of Scientific Research,FA9550-07-1-0351
W1989894105,1,F4320337389,Division of Information and Intelligent Systems,"CMMI0753124, IIS1018361"
W1989894105,2,F4320337391,"Division of Civil, Mechanical and Manufacturing Innovation","CMMI0753124, IIS1018361"
W2159742886,1,F4320306076,National Science Foundation,916152
W2036190740,1,F4320306076,National Science Foundation,NA
W2036190740,2,F4320332180,Defense Advanced Research Projects Agency,FA9550-12-1-0423
W2036190740,3,F4320337345,Office of Naval Research,NA
W2036190740,4,F4320337387,Division of Computing and Communication Foundations,CCF-1161626
W2036190740,5,F4320338279,Air Force Office of Scientific Research,FA9550-12-1-0423
W2040321935,1,F4320306076,National Science Foundation,NA
W2040321935,2,F4320332180,Defense Advanced Research Projects Agency,NA
W2040321935,3,F4320338281,Army Research Office,NA
W2149163236,1,F4320321001,National Natural Science Foundation of China,41372078
W2149163236,2,F4320321001,National Natural Science Foundation of China,41090372
W2149163236,3,F4320321001,National Natural Science Foundation of China,41173057
W2028088981,1,F4320321001,National Natural Science Foundation of China,41073020
W2028088981,2,F4320321001,National Natural Science Foundation of China,41273030
W2028088981,3,F4320321001,National Natural Science Foundation of China,41173016
W2028088981,4,F4320321001,National Natural Science Foundation of China,90914007
W2028088981,5,F4320334924,Program for New Century Excellent Talents in University,NCET-10-0754
W2067194818,1,F4320306076,National Science Foundation,Physics Frontier Center
W2067194818,2,F4320338281,Army Research Office,Atomtronics MURI
W1976525210,1,F4320306076,National Science Foundation,ANT0944615
W1976525210,2,F4320334593,Natural Sciences and Engineering Research Council of Canada,ANT0944615
W2164996008,1,F4320307801,Texas Instruments,NA
W2156351739,1,F4320337387,Division of Computing and Communication Foundations,"CCF-0915978, CCF-1116740"
W2088193897,1,F4320332180,Defense Advanced Research Projects Agency,W911NF11C0215
W2006030037,1,F4320306076,National Science Foundation,NA
W2006030037,2,F4320338281,Army Research Office,NA
W2066289596,1,F4320306076,National Science Foundation,1065250
W2000759976,1,F4320309327,Google,NA
W2000759976,2,F4320337389,Division of Information and Intelligent Systems,"IIS-10-18475, IIS-12-19023, IIS-13-20791"
W1990234445,1,F4320320997,Fundação de Amparo à Pesquisa do Estado de São Paulo,2102/20181-7
W1990234445,2,F4320320997,Fundação de Amparo à Pesquisa do Estado de São Paulo,2007/56052-8
W3139803712,1,F4320306076,National Science Foundation,NA
W2065989126,1,F4320307762,International Business Machines Corporation,NA
W2065989126,2,F4320332180,Defense Advanced Research Projects Agency,NA
W2117405790,1,F4320309327,Google,NA
W2117405790,2,F4320337389,Division of Information and Intelligent Systems,NA
W2117405790,3,F4320337405,Division of Behavioral and Cognitive Sciences,NA
W2006998981,1,F4320306076,National Science Foundation,"0540216, SES0826886"
W2006998981,2,F4320337366,Division of Social and Economic Sciences,"0540216, SES0826886"
W2006998981,3,F4320338279,Air Force Office of Scientific Research,FA95500610405
W2006998981,4,F4320338281,Army Research Office,"W911NF0910206, W911NF1110344"
W2006998981,5,F4320338295,Army Research Laboratory,W911NF0920072
W1999668904,1,F4320320997,Fundação de Amparo à Pesquisa do Estado de São Paulo,NA
W2044883842,1,F4320306076,National Science Foundation,1219130
W2044883842,2,F4320332180,Defense Advanced Research Projects Agency,HR0011-12-C-0015
W2009939074,1,F4320338295,Army Research Laboratory,W911NF-11-2-0086
W2022123082,1,F4320306084,U.S. Department of Energy,NA
W2022123082,2,F4320320912,"Ministry of Education, Culture, Sports, Science and Technology",NA
W2022123082,3,F4320320924,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,NA
W2022123082,4,F4320321001,National Natural Science Foundation of China,10875115
W2022123082,5,F4320321001,National Natural Science Foundation of China,10825524
W2022123082,6,F4320321001,National Natural Science Foundation of China,10575109
