id,which_grant,funder_id,funder_name,award_id
W2121747917,1,F4320337337,National Institute on Aging,R37AG006265
W2003663522,1,F4320306196,Welch Foundation,AT-584
W2003663522,2,F4320332161,National Institutes of Health,"RR-02584, and EB-004582"
W2003663522,3,F4320332161,National Institutes of Health,CA-115531
W2003663522,4,F4320332161,National Institutes of Health,CA-126608
W2054514509,1,F4320337388,Division of Computer and Network Systems,Career-0845803CNS-0716424
W2054514509,2,F4320338279,Air Force Office of Scientific Research,FA9550-08-1-0265FA9550-07-1-0041
W2007612752,1,F4320322120,National Research Foundation of Korea,NA
W2007612752,2,F4320322349,"Ministry of Education, Science and Technology",R15-2003-032
W2007612752,3,F4320322349,"Ministry of Education, Science and Technology",M10711270001-08M1127-00110
W2007612752,4,F4320322349,"Ministry of Education, Science and Technology",2009-0078659
W2007612752,5,F4320336854,"Institute of Advanced Aerospace Technology, Seoul National University",NA
W1984418330,1,F4320321001,National Natural Science Foundation of China,60728206
W1984418330,2,F4320321592,"Research Grants Council, University Grants Committee",CityU 123609
W1505404268,1,F4320309955,"Departamento Administrativo de Ciencia, Tecnología e Innovación (COLCIENCIAS)",NA
W1505404268,2,F4320312062,Türkiye Atom Enerjisi Kurumu,NA
W1505404268,3,F4320313559,CERN,NA
W1505404268,4,F4320320300,European Commission,NA
W1505404268,5,F4320320912,"Ministry of Education, Culture, Sports, Science and Technology",NA
W1505404268,6,F4320320924,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,NA
W1505404268,7,F4320320943,Danmarks Grundforskningsfond,NA
W1505404268,8,F4320321001,National Natural Science Foundation of China,NA
W1505404268,9,F4320321033,Svenska Forskningsrådet Formas,NA
W1505404268,10,F4320321040,National Science Council,NA
W1505404268,11,F4320321912,Ministry of Education and Science of the Russian Federation,NA
W1505404268,12,F4320321999,Lundbeckfonden,NA
W1505404268,13,F4320322025,Conselho Nacional de Desenvolvimento Científico e Tecnológico,NA
W1505404268,14,F4320322189,Joint Institute for Nuclear Research,NA
W1505404268,15,F4320322554,Javna Agencija za Raziskovalno Dejavnost RS,NA
W1505404268,16,F4320322741,Ministerstvo Průmyslu a Obchodu,NA
W1505404268,17,F4320322904,Financiadora de Estudos e Projetos,NA
W1505404268,18,F4320323771,Centre National pour la Recherche Scientifique et Technique,NA
W1505404268,19,F4320324190,Bundesministerium für Wissenschaft und Forschung,NA
W1505404268,20,F4320325306,State Atomic Energy Corporation ROSATOM,NA
W1505404268,21,F4320327264,"Ministrstvo za visoko šolstvo, znanost in tehnologijo",NA
W1505404268,22,F4320334593,Natural Sciences and Engineering Research Council of Canada,NA
W1505404268,23,F4320334832,Agencia Nacional de Promoción Científica y Tecnológica,NA
W2078108492,1,F4320332161,National Institutes of Health,R37 AG-011230
W2078108492,2,F4320332161,National Institutes of Health,T32 HS-013819
W1991403043,1,F4320322025,Conselho Nacional de Desenvolvimento Científico e Tecnológico,NA
W2042022467,1,F4320311440,National Alliance for Research on Schizophrenia and Depression,NA
W2042022467,2,F4320332161,National Institutes of Health,K08 MH084058-1A1
W2042022467,3,F4320332161,National Institutes of Health,RL1 DK081182
W2042022467,4,F4320332161,National Institutes of Health,UL1RR024923
W2042022467,5,F4320332161,National Institutes of Health,DA016672
W2042022467,6,F4320332161,National Institutes of Health,MH79710
W2042022467,7,F4320332161,National Institutes of Health,RL1DK081185
W2004606256,1,F4320334506,Canadian Institutes of Health Research,NA
W2004606256,2,F4320334593,Natural Sciences and Engineering Research Council of Canada,NA
W2004606256,3,F4320337352,National Institute on Deafness and Other Communication Disorders,NA
W2042497858,1,F4320337337,National Institute on Aging,R03 AG-024630
W2042497858,2,F4320337337,National Institute on Aging,R37 AG-011230
W1993327231,1,F4320337359,National Institute of Neurological Disorders and Stroke,R01NS021889
W2024588850,1,F4320337352,National Institute on Deafness and Other Communication Disorders,R01DC010433
W2024588850,2,F4320337352,National Institute on Deafness and Other Communication Disorders,R15DC006624
W2168794364,1,F4320306196,Welch Foundation,AT-1740
W2090666280,1,F4320337330,National Institute on Alcohol Abuse and Alcoholism,P60-AA-03510
W2090666280,2,F4320337330,National Institute on Alcohol Abuse and Alcoholism,T32-AA07290
W2063030802,1,F4320310094,University of Washington,NA
W2134012824,1,F4320321739,Consejo Nacional de Ciencia y Tecnología,NA
W2081953935,1,F4320306076,National Science Foundation,BES-0608934
W2103231303,1,F4320322890,Ministère de l'Enseignement Supérieur et de la Recherche,NA
W2103231303,2,F4320324252,Université Paris-Saclay,NA
W2037659664,1,F4320332180,Defense Advanced Research Projects Agency,HR0011-06-C-0023
W2047274176,1,F4320309503,Rockwell Collins,5-25143
